carat,cut,color,clarity,depth,table,price
1.29,5,5,5,60.7,57.0,11197
0.72,5,6,2,62.4,57.0,2355
0.59,5,4,4,62.6,54.0,1789
0.5,5,6,3,61.6,55.0,1410
1.53,4,3,4,60.1,58.0,11087
1.8,5,7,2,62.9,54.0,7862
0.51,3,7,4,63.2,56.0,1722
1.12,3,6,4,62.8,57.0,7589
0.67,2,2,6,58.9,51.0,1882
0.51,5,7,4,60.5,56.0,1767
0.42,3,5,3,63.4,56.0,926
0.76,3,2,3,57.5,62.0,2316
0.43,5,7,3,61.5,56.0,830
0.73,5,7,3,62.4,53.0,3195
0.5,2,7,3,57.2,60.0,1190
0.71,4,5,4,58.0,62.0,2803
1.03,3,4,5,60.7,58.0,6628
1.51,4,2,4,60.9,60.0,9471
0.9,2,3,3,62.1,61.0,3447
0.76,5,3,7,61.8,57.0,3423
1.5,4,5,4,61.1,58.0,14071
0.5,1,6,5,55.3,65.0,1890
1.01,5,3,3,61.2,57.0,5387
1.55,5,6,4,61.9,58.0,15293
0.9,3,5,2,62.4,59.0,3787
1.29,3,3,5,60.8,58.0,8629
0.93,4,6,1,62.3,60.0,2647
0.71,4,6,6,59.0,59.0,3380
0.52,3,4,7,62.3,55.0,2040
1.12,5,7,4,62.0,55.0,8279
0.31,3,6,3,62.3,56.0,544
0.4,3,6,4,63.0,58.0,791
0.5,5,6,4,60.8,55.0,1768
1.56,4,3,2,58.8,59.0,8954
0.33,5,7,4,62.5,56.0,781
0.92,4,4,2,59.4,60.0,3916
1.03,5,7,2,61.2,57.0,4764
1.04,5,4,4,61.9,57.0,6628
0.37,5,5,7,61.3,55.0,960
1.1,5,3,5,61.7,56.0,6630
1.04,5,7,4,61.9,55.0,7220
0.26,2,7,7,64.3,55.0,532
0.3,5,3,8,61.2,55.0,764
1.51,3,3,4,63.0,57.0,10319
0.91,3,6,2,60.5,59.0,3986
0.98,4,3,1,59.6,60.0,2046
0.31,4,5,8,61.6,58.0,874
0.41,5,6,7,61.7,56.0,1431
1.08,3,5,3,62.9,57.0,5014
0.71,4,7,4,62.5,60.0,2770
0.3,5,7,6,61.7,55.0,814
1.0,3,6,2,61.4,61.0,4620
0.7,5,5,3,62.3,57.0,2596
0.3,5,6,4,61.8,57.0,658
1.55,5,6,6,62.5,55.0,18188
0.4,3,3,6,63.2,55.0,1125
1.58,5,3,4,61.4,56.0,12334
0.58,1,7,2,65.1,58.0,1156
0.36,5,4,5,61.6,56.0,726
1.01,1,6,1,64.5,58.0,2788
0.5,2,4,6,63.9,58.0,1715
1.24,1,5,2,64.9,60.0,4375
0.41,3,7,3,63.0,57.0,717
1.0,1,4,4,63.7,55.0,5484
2.0,4,3,2,61.5,61.0,13134
0.37,2,6,5,62.8,65.0,889
1.06,4,5,3,61.0,58.0,5142
0.3,5,3,6,62.2,57.0,776
0.71,3,3,5,63.7,57.0,2590
2.06,4,4,2,61.8,58.0,16587
0.38,5,7,2,62.0,53.0,599
0.57,5,5,4,61.7,57.0,1847
0.56,5,5,6,61.0,56.0,2119
1.01,3,5,4,63.6,59.0,6714
1.03,5,6,5,61.7,56.0,8284
0.8,5,7,5,62.4,56.0,4619
1.35,3,2,2,61.0,60.0,6041
0.34,5,7,5,60.9,56.0,865
0.31,5,2,6,61.6,57.0,698
0.71,3,4,3,62.3,57.0,2104
1.01,5,1,2,61.6,55.0,3801
1.21,5,3,4,63.0,57.0,6134
1.35,4,4,4,62.8,59.0,9471
0.5,5,5,6,62.0,56.0,2016
1.35,4,4,3,62.4,58.0,5799
1.51,4,5,3,61.4,58.0,11817
1.01,3,5,7,62.1,58.0,9908
1.34,5,3,8,60.9,57.0,11109
2.15,4,3,1,62.9,57.0,6357
0.32,4,4,4,62.3,58.0,561
0.24,5,4,5,62.3,57.0,436
1.24,3,2,4,60.0,58.0,6134
1.01,5,6,5,61.5,57.0,7589
0.3,5,7,5,60.7,56.0,885
1.0,1,5,5,64.8,61.0,6115
0.31,5,4,2,60.5,57.0,408
0.71,4,7,4,59.2,59.0,3217
0.56,4,1,4,60.9,60.0,1232
0.56,5,7,4,61.0,57.0,2066
0.31,3,6,3,63.1,54.0,698
0.3,5,3,8,60.8,56.0,764
0.24,2,6,4,63.0,59.0,378
1.12,5,3,3,61.8,56.0,5838
0.4,3,4,5,60.4,57.0,760
1.22,4,4,4,61.2,58.0,7729
1.27,4,5,2,61.0,61.0,5428
0.31,5,3,4,61.0,57.0,507
0.44,3,4,6,60.9,57.0,1081
0.76,5,6,3,61.7,57.0,2814
1.01,4,4,3,60.0,58.0,4805
0.32,5,4,7,62.4,56.0,842
1.22,5,4,4,61.4,56.0,8213
0.76,2,5,5,59.9,61.0,3057
1.08,4,3,3,61.7,59.0,4740
1.51,5,5,4,62.4,53.0,15688
0.91,3,4,3,62.2,57.0,3884
0.31,4,3,8,60.5,58.0,1046
1.01,4,5,4,61.1,59.0,6097
0.55,5,4,6,62.5,56.0,2129
0.35,4,6,4,61.9,61.0,919
1.04,5,4,7,62.2,55.0,8794
2.03,5,3,3,62.9,57.0,16900
1.09,5,3,2,61.5,55.0,4212
0.3,4,3,8,60.4,60.0,1013
1.19,4,3,2,61.9,58.0,4332
0.81,4,1,5,61.7,61.0,2350
0.73,4,6,2,60.1,59.0,2341
1.0,1,7,7,56.7,68.0,10752
0.62,3,6,2,63.4,56.0,1426
0.3,2,5,8,64.3,53.0,780
0.52,3,3,3,59.3,59.0,1175
0.33,5,7,2,60.9,56.0,631
0.41,5,6,5,62.7,57.0,1079
0.72,3,2,6,62.7,54.0,2386
1.25,4,1,3,62.0,61.0,4200
0.33,4,4,8,60.8,58.0,1052
1.01,2,2,2,64.1,58.0,3349
0.51,5,6,7,62.0,57.0,2527
1.49,3,5,1,62.6,53.6,6064
1.07,5,7,5,61.8,57.0,9077
0.53,4,5,2,60.5,60.0,1242
0.23,3,6,7,60.9,58.0,530
0.31,5,7,5,60.5,55.0,683
1.01,4,6,3,62.0,58.0,4853
1.62,4,3,3,62.2,58.0,11455
0.34,5,6,5,61.0,57.0,1033
0.33,5,5,6,61.4,56.0,1040
1.0,1,2,5,64.0,49.0,3951
1.37,4,1,2,61.9,59.0,5284
1.03,5,5,2,62.4,57.0,3807
1.2,3,2,3,62.9,54.0,5955
0.31,2,7,2,63.9,57.0,462
0.7,5,5,3,62.6,57.0,2453
0.51,5,6,5,60.9,56.0,1759
2.0,4,3,2,62.1,60.0,11202
1.26,5,2,3,62.6,57.0,6597
1.01,5,1,4,61.3,57.0,4486
0.77,5,5,5,62.5,57.0,3357
1.01,2,6,3,63.8,60.0,4179
1.03,2,3,2,63.8,63.0,5768
0.42,3,5,3,62.3,56.0,788
1.37,5,1,4,63.0,57.0,5831
0.9,3,7,3,61.8,59.0,4291
0.44,4,4,3,61.6,61.0,990
0.42,5,6,5,60.6,57.0,1177
0.62,5,4,2,60.6,57.0,1395
0.3,5,2,5,62.5,54.0,608
1.13,3,5,2,62.3,59.0,4282
0.4,3,6,2,62.9,58.0,666
0.6,5,5,6,63.0,55.0,2143
1.0,1,5,4,68.4,58.0,4656
0.32,5,6,5,61.0,54.0,825
1.2,5,2,3,61.8,56.0,5510
0.73,5,6,7,62.0,56.0,4830
0.82,5,4,2,61.6,56.0,2692
0.36,5,7,4,61.0,56.0,852
0.38,5,6,5,62.1,57.0,1097
1.26,5,5,7,61.1,57.0,15247
0.43,5,3,4,62.3,54.0,778
0.32,3,2,3,62.4,58.0,388
0.79,2,1,4,57.6,59.0,2048
0.71,5,4,3,61.6,57.0,3007
0.5,4,2,3,61.7,58.0,1059
0.6,5,7,4,61.4,53.0,2473
0.5,1,4,5,66.8,56.0,1367
0.51,5,5,4,63.2,57.0,1687
0.74,3,1,4,62.3,55.0,1978
1.04,5,3,5,62.7,55.0,5577
1.07,4,3,3,60.4,59.0,5123
0.61,5,3,5,60.8,56.0,2053
0.91,2,7,2,63.8,58.0,3848
0.26,3,6,7,62.6,59.0,554
0.3,2,4,7,63.3,55.0,789
0.26,5,5,4,62.1,54.0,456
0.72,4,7,2,60.3,58.0,2484
0.36,3,3,4,61.0,55.0,583
0.3,5,6,4,62.0,55.0,658
0.4,5,3,4,61.8,54.5,764
0.77,4,5,2,62.2,58.0,2282
0.31,3,4,7,62.6,61.0,816
0.4,4,3,5,62.6,58.0,1035
0.82,1,5,2,56.7,70.0,2508
2.0,4,1,1,61.5,59.0,5051
0.52,5,6,2,61.8,57.0,1146
0.4,3,4,3,60.0,63.0,900
0.36,5,2,4,61.8,55.0,505
0.38,5,5,7,60.9,57.0,1160
0.52,2,5,3,63.6,62.0,1357
0.51,5,5,4,62.5,55.0,1442
1.0,2,2,3,64.3,57.0,3360
0.32,5,7,6,61.2,56.0,1030
0.72,5,5,4,61.3,56.0,3151
0.66,3,5,3,59.2,58.0,1918
0.9,5,3,4,59.9,57.0,4584
0.3,5,4,4,62.3,58.0,545
0.36,4,7,2,61.2,59.0,537
0.38,3,3,7,60.0,57.0,975
0.3,4,6,4,62.6,58.0,844
1.01,4,5,3,62.3,59.0,4969
0.53,5,2,2,61.8,54.0,947
0.7,3,6,2,59.6,63.0,2310
1.01,5,4,4,60.9,57.0,6663
0.71,4,5,3,62.7,58.0,2381
1.04,4,6,4,61.1,59.0,7175
0.9,4,3,3,60.0,56.0,3629
0.43,5,4,5,61.3,57.0,943
0.33,5,6,4,59.3,58.0,681
0.83,4,4,2,61.9,56.0,2543
1.54,3,3,4,62.1,62.0,11527
0.52,3,4,6,62.0,57.0,1794
0.62,5,5,2,61.3,55.0,1441
0.3,4,6,3,59.8,60.0,675
0.74,5,4,6,61.7,55.0,3922
0.9,4,3,5,62.1,59.0,4234
0.42,3,3,4,62.1,54.0,755
1.18,4,6,2,62.5,60.0,5181
0.52,5,7,4,61.8,55.0,1919
0.41,5,6,7,61.5,56.0,1444
1.07,5,6,4,61.9,56.0,9177
1.07,4,6,2,62.9,59.0,5033
0.45,5,4,6,61.8,57.0,1181
0.41,3,3,6,63.1,58.0,847
0.31,5,4,8,61.6,55.0,891
0.71,3,4,3,63.1,60.0,2240
0.7,5,7,3,61.4,54.0,2822
0.53,3,7,4,62.6,58.0,1682
0.31,2,4,3,63.6,57.0,462
1.12,5,4,5,61.5,56.0,8202
0.32,4,1,3,63.0,58.0,480
0.26,5,7,6,61.4,56.0,599
0.78,5,6,2,61.0,56.0,3053
1.01,5,5,5,60.7,57.0,7792
0.5,3,7,3,62.8,61.0,1395
1.0,3,7,6,59.9,61.0,9740
0.58,5,6,6,62.1,56.0,2551
1.07,5,5,4,62.4,55.0,7483
0.9,2,5,3,64.3,57.0,3427
1.01,2,3,3,63.4,58.0,4559
0.31,3,4,4,61.4,55.0,559
0.71,4,6,3,60.3,58.0,2479
0.23,3,6,7,61.7,59.0,478
0.5,5,6,4,61.6,55.0,1624
0.33,5,3,5,61.5,56.0,743
0.31,5,3,7,61.3,56.0,671
0.75,4,2,3,62.5,58.0,2122
0.3,5,3,6,60.8,58.0,590
1.01,5,6,4,61.6,57.0,7198
2.09,3,2,2,63.1,60.0,13500
0.33,4,4,5,60.1,61.0,854
2.02,5,1,3,62.2,57.0,13132
1.19,4,3,5,61.9,59.0,7864
0.73,5,2,6,62.3,55.0,2496
0.37,3,3,3,62.6,63.0,613
0.3,3,5,4,63.2,59.0,642
0.36,3,6,8,60.3,57.0,1368
0.29,3,4,6,61.6,56.0,541
0.59,3,7,3,62.3,54.0,1816
0.74,5,2,5,60.7,56.0,2631
0.31,5,5,8,62.1,55.0,914
1.42,5,1,4,61.7,56.0,7942
0.26,5,5,5,62.4,53.0,618
1.01,3,6,3,62.4,60.0,4912
0.59,5,4,6,62.3,56.0,2155
0.51,3,4,7,62.9,57.0,1800
0.72,2,1,5,63.7,54.0,1959
1.08,3,3,4,62.2,57.0,5155
0.43,4,7,3,61.1,59.0,830
0.7,3,3,4,63.4,60.0,2415
1.27,5,5,3,61.8,57.0,5761
1.0,4,4,5,60.9,60.0,6097
1.86,5,1,4,62.6,56.0,10312
0.6,5,4,5,62.2,55.0,2061
1.53,2,5,5,60.8,61.0,15619
0.42,3,3,4,62.1,57.0,773
0.28,3,5,6,62.6,55.0,707
1.23,5,1,4,61.7,57.0,5763
0.3,3,4,4,61.4,54.0,526
2.3,5,3,2,62.6,57.0,14215
0.3,2,5,7,63.7,59.0,965
0.32,5,4,7,61.4,55.0,1080
0.4,5,1,3,61.4,55.0,612
1.02,3,3,2,62.6,60.0,4229
0.3,4,7,4,61.7,58.0,911
0.6,4,7,2,62.3,59.0,1449
0.91,2,7,3,64.6,58.0,4265
1.23,5,3,5,62.1,54.0,7946
1.0,3,7,3,62.3,59.0,5342
1.01,4,5,4,59.3,62.0,6533
0.38,4,7,5,62.4,59.0,1140
0.32,5,7,3,61.3,55.0,558
1.0,2,5,2,63.8,58.0,4155
0.7,2,7,2,59.3,60.0,2461
0.33,4,6,4,61.1,59.0,928
1.01,4,4,5,60.9,58.0,6882
1.01,2,5,2,65.7,58.0,4049
0.31,5,6,4,61.8,55.0,872
1.09,1,1,4,64.6,58.0,3443
1.51,2,4,5,63.1,60.0,13686
1.08,5,3,2,61.2,57.4,4564
1.17,4,5,3,61.9,60.0,5366
1.24,1,7,3,55.6,67.0,7291
0.31,5,4,5,62.7,57.0,695
0.76,4,5,3,62.7,58.0,2631
0.51,5,7,4,62.3,55.0,1787
0.56,5,5,5,61.7,56.0,2016
0.3,4,4,7,61.9,59.0,1013
1.59,5,3,3,61.5,57.0,10832
1.0,4,6,5,60.4,59.0,7744
0.8,2,4,3,62.7,57.0,2810
0.71,2,2,3,59.9,65.0,2165
0.7,4,5,4,60.2,59.0,2657
0.3,4,5,4,60.6,60.0,605
0.3,3,3,4,60.9,61.0,473
0.92,4,3,4,61.3,58.0,4077
0.93,5,2,3,62.5,55.0,3856
0.59,3,6,3,61.3,58.0,1748
0.39,5,6,7,62.1,54.0,1183
1.02,4,3,3,59.2,58.0,4754
0.31,5,1,2,62.2,54.0,344
0.95,1,1,1,64.9,56.0,2322
0.9,3,6,4,62.7,56.0,4858
0.39,5,6,7,60.4,56.0,1179
0.36,5,6,4,60.8,56.0,789
0.71,4,5,2,62.1,60.0,2275
0.5,5,3,7,61.9,54.0,1648
0.7,3,2,5,62.4,59.0,2274
0.41,2,5,3,63.2,59.0,755
0.39,3,6,2,63.0,61.0,650
1.51,4,3,2,62.8,60.0,8074
0.31,5,6,3,61.1,55.0,516
1.4,4,6,2,62.4,57.0,6147
1.06,5,5,4,61.2,57.0,7592
1.01,2,5,2,63.1,58.0,4004
1.01,5,4,4,61.5,57.0,6516
0.56,5,2,3,61.9,57.0,1212
0.3,4,5,4,58.8,60.0,673
0.41,3,5,5,62.1,60.0,889
1.03,5,3,3,62.3,56.0,4520
0.24,2,5,6,65.0,58.0,492
0.5,2,5,5,61.5,61.0,1613
1.11,5,6,2,62.8,55.0,5004
3.0,3,3,1,63.1,55.0,6512
1.79,5,2,5,61.3,57.0,13908
0.32,3,3,5,61.7,58.0,561
1.23,5,4,6,60.8,57.0,10646
0.71,3,7,3,61.7,56.0,2913
0.7,1,5,2,66.4,56.0,1564
0.42,4,7,2,62.1,59.0,700
1.08,4,3,5,62.5,60.0,5111
1.07,5,3,5,60.2,57.0,5063
0.28,3,5,5,62.3,52.0,536
0.32,5,7,4,62.0,55.0,758
0.51,3,2,4,63.3,56.0,1140
0.7,5,7,5,62.0,57.0,3335
1.63,5,6,2,61.7,57.0,10357
0.71,3,6,5,63.3,59.0,2946
0.93,2,5,2,61.3,62.0,3376
0.76,3,6,5,62.1,58.0,3415
0.75,3,6,2,60.9,59.0,2383
0.39,4,1,7,61.8,56.0,921
0.31,5,7,4,62.3,55.0,734
1.0,5,2,2,62.5,56.0,3276
1.08,5,5,4,62.3,54.0,7917
0.34,4,5,4,60.7,60.0,880
0.52,4,7,3,58.7,58.0,1720
0.42,3,7,3,62.3,58.0,784
0.56,3,7,3,63.1,57.0,1777
1.61,4,7,3,61.4,60.0,13582
1.5,2,7,2,63.4,59.0,8108
0.74,5,4,3,61.9,56.0,2654
1.01,4,4,2,61.5,58.0,3461
0.97,1,2,1,67.3,55.0,2357
0.7,4,2,2,62.4,58.0,1890
0.9,3,4,3,63.6,57.0,3718
0.56,5,3,5,60.2,57.0,1888
1.52,4,3,5,61.4,58.0,11621
0.24,5,5,8,61.0,57.0,678
0.32,5,5,7,61.7,56.0,809
1.0,4,5,2,60.4,58.0,3858
0.5,3,4,7,61.5,56.0,1843
0.56,4,5,2,60.4,60.0,1286
0.4,4,5,6,60.8,59.0,1163
0.55,4,5,4,62.5,58.0,2376
0.71,5,5,5,62.6,55.0,2920
0.34,3,4,6,62.3,59.0,740
0.75,5,7,2,61.5,55.0,2618
1.82,5,5,3,61.8,58.0,15802
0.7,4,4,3,63.0,59.0,2150
0.71,2,2,4,61.1,60.6,2145
0.31,5,7,4,62.1,55.0,942
1.12,5,3,5,61.9,57.0,6309
0.51,5,7,4,62.5,56.0,2056
0.56,5,7,7,61.9,56.0,3465
0.91,5,6,2,62.4,57.0,4821
1.21,3,2,3,61.2,62.0,5190
0.51,4,6,4,62.5,60.0,1590
0.3,3,4,6,60.4,60.0,638
0.39,4,1,5,61.6,59.0,616
0.7,5,7,4,62.7,57.0,3448
0.3,3,3,7,63.0,58.0,684
1.01,4,4,4,62.0,59.0,6108
0.59,4,3,7,62.0,58.0,1883
0.71,5,7,2,62.0,54.0,2934
0.33,5,3,4,60.7,57.0,521
1.11,3,7,3,61.6,57.0,5915
0.71,2,6,3,63.2,57.0,2494
1.12,5,3,3,62.3,56.0,5291
0.53,5,6,4,61.5,56.0,1676
1.0,3,4,6,59.8,59.0,7584
0.31,5,5,4,62.6,57.0,802
0.33,3,4,3,61.2,56.0,521
1.2,4,5,6,62.2,58.0,11021
0.92,4,4,2,59.4,62.0,3555
1.11,5,5,7,62.1,57.0,12956
0.3,3,5,8,62.0,55.0,886
1.5,5,6,3,62.0,55.0,11489
0.58,5,5,5,62.2,55.0,1899
1.21,5,4,2,62.0,56.0,6017
0.32,5,4,5,62.0,56.0,645
0.26,4,6,5,60.1,60.0,580
2.0,5,2,3,62.8,56.0,15043
0.75,5,1,2,60.8,57.0,1944
2.01,3,3,2,63.2,59.0,12229
0.32,5,5,8,61.2,57.0,958
0.71,5,3,3,60.7,59.0,2328
1.01,2,4,4,63.6,56.0,10181
0.5,3,4,3,61.1,57.0,1098
0.3,3,3,4,61.1,61.0,473
0.9,5,1,4,62.8,55.0,2817
0.75,3,6,3,63.1,56.0,2868
2.01,3,3,2,63.2,57.0,14150
0.4,5,5,7,61.3,55.0,1263
1.08,4,4,2,59.3,61.0,3701
0.25,3,7,7,63.8,54.0,533
1.12,4,5,5,62.1,60.0,7781
0.38,5,3,7,61.2,57.0,903
1.12,4,3,3,62.2,60.0,5266
0.3,5,3,7,62.4,53.0,878
1.11,2,6,3,61.4,57.5,6178
0.31,4,7,4,62.5,52.0,816
0.97,5,3,2,60.7,55.0,3729
0.8,2,7,2,64.0,60.0,2229
0.34,5,5,4,62.1,56.0,686
2.01,2,7,2,64.6,55.0,15394
1.02,3,3,3,63.4,57.0,4884
0.27,5,3,4,61.8,56.0,599
0.59,5,7,4,61.4,57.0,1978
1.5,2,6,2,63.0,59.0,8910
1.2,3,3,2,62.1,59.0,5280
1.51,4,6,2,61.1,60.0,9513
0.57,5,2,4,61.9,57.0,1410
0.7,3,5,5,59.9,60.0,2810
2.18,4,3,2,62.3,59.0,11579
0.52,4,5,2,62.7,57.0,1073
1.1,5,6,1,61.9,56.0,3942
0.25,5,4,5,62.7,56.0,454
1.15,5,4,7,62.7,56.0,10644
0.31,4,5,3,62.7,58.0,663
1.0,2,6,3,63.5,62.0,4535
0.61,3,3,6,62.8,58.0,1877
0.7,3,2,2,59.5,58.0,1795
0.31,5,4,5,61.5,56.0,625
1.08,5,3,3,62.2,57.0,4333
0.31,5,2,7,61.6,55.0,557
1.0,3,5,5,61.9,58.0,7450
0.72,5,3,7,61.5,57.0,3180
1.52,5,2,5,61.8,55.0,10851
0.34,5,7,3,61.3,57.0,803
2.11,4,3,2,61.0,58.0,13233
1.2,2,6,3,64.0,61.0,7096
0.31,5,4,6,62.7,57.0,907
0.32,3,7,3,63.3,57.0,756
0.41,5,6,6,61.9,56.0,1187
1.01,3,5,3,63.5,59.0,4846
0.5,3,6,3,61.4,63.0,1128
0.54,5,4,3,62.6,57.0,1292
0.7,3,2,6,63.1,57.0,2398
1.2,4,4,4,61.4,60.0,7603
0.36,5,7,3,61.6,56.0,801
1.54,4,2,4,61.7,59.0,8917
0.28,5,6,7,62.0,56.0,828
1.2,5,4,7,63.1,56.0,10786
0.5,3,4,5,59.4,60.0,1624
1.29,4,5,5,61.3,61.0,10801
1.0,3,6,2,62.2,59.0,4312
0.23,3,5,6,63.1,56.0,472
0.42,5,6,2,62.4,55.0,898
0.9,3,2,4,62.5,57.0,3209
1.0,5,6,3,61.7,57.0,5555
1.5,5,4,2,62.0,57.0,8580
0.28,3,3,7,61.5,58.0,504
0.76,4,5,2,62.7,55.0,2491
0.36,3,4,3,61.2,63.0,537
0.3,3,2,3,63.5,57.0,506
1.01,4,2,3,62.7,60.0,2885
0.9,2,4,4,61.5,61.0,4296
1.07,5,3,3,61.1,56.0,4955
0.38,3,6,8,62.5,59.0,1409
1.04,3,3,1,61.6,61.0,3203
0.32,5,4,2,61.6,56.0,450
0.26,2,6,6,63.1,59.0,599
0.5,5,2,4,61.9,56.0,1410
0.43,4,7,3,61.2,58.0,830
0.51,3,6,3,62.3,58.0,1438
1.3,2,1,3,64.0,58.0,5242
0.4,3,7,4,63.2,57.0,850
0.74,5,3,5,61.6,55.0,3030
0.52,5,5,3,60.4,56.0,1337
1.31,4,6,3,62.4,58.0,8767
0.32,5,4,4,61.8,57.0,720
0.72,3,4,2,61.9,59.0,2218
1.29,1,3,1,67.7,62.0,2596
0.72,5,4,4,61.0,55.0,3547
1.01,2,4,5,63.7,57.0,6499
1.16,3,3,2,63.2,57.0,4455
0.71,3,4,3,63.4,56.0,2364
0.31,5,5,8,62.3,54.0,921
0.7,5,7,5,61.7,57.0,3419
0.7,5,5,4,62.2,55.0,2676
1.03,5,5,6,61.6,56.0,8860
1.04,5,4,5,61.5,56.0,7294
1.12,4,4,4,60.7,53.0,6774
0.3,5,4,7,61.4,56.0,737
0.51,5,5,3,61.2,56.0,1322
0.42,5,4,4,62.4,54.0,847
1.01,5,2,4,62.0,54.0,5099
1.07,4,5,2,60.3,58.0,4700
1.52,5,5,3,62.3,55.1,11971
0.29,3,6,5,60.0,57.0,619
0.31,5,3,4,62.2,55.0,628
0.57,4,5,3,62.7,59.0,1571
1.0,3,5,4,62.1,58.0,5938
1.02,5,6,7,61.4,57.0,11028
0.3,3,3,6,61.0,61.0,605
0.7,1,6,4,60.6,64.0,2697
0.53,5,2,3,62.8,57.0,1052
0.41,2,7,4,63.4,54.0,873
1.02,4,3,4,61.2,58.0,5217
2.01,3,2,5,62.9,62.0,16914
0.38,5,6,4,61.7,54.0,1038
0.52,4,6,6,60.1,59.0,2467
0.34,5,3,6,61.4,56.0,852
0.71,3,7,4,59.7,55.0,3203
0.57,1,6,7,58.7,66.0,2805
0.7,2,7,4,64.1,59.0,3033
0.71,5,4,5,60.9,56.6,3123
1.12,5,6,5,61.3,56.0,8991
2.14,4,2,4,60.7,59.0,17193
1.01,5,5,6,63.0,57.0,9463
0.69,3,3,3,62.5,57.6,1757
1.1,3,6,2,60.1,62.0,4607
1.32,5,2,5,61.2,57.0,7480
1.74,4,4,5,61.7,58.0,17904
0.51,4,4,4,62.4,58.0,1546
0.7,2,3,4,63.8,60.0,2083
0.3,5,3,6,61.6,55.0,776
1.12,4,3,5,62.1,58.0,5845
0.33,3,6,7,61.6,53.0,848
1.02,5,5,3,60.3,60.0,5195
0.76,5,6,3,61.3,55.0,3584
0.8,4,7,3,59.4,55.0,3226
0.39,4,3,2,62.4,59.0,721
1.01,3,1,3,61.3,57.0,4153
0.41,4,4,5,62.5,59.0,961
0.32,4,3,4,60.5,59.0,648
0.7,3,5,4,60.5,58.0,2437
0.77,5,6,3,61.6,57.0,3218
0.65,5,3,5,61.8,55.0,2106
0.51,5,7,4,61.6,57.0,2056
0.74,5,4,7,62.1,54.0,3537
0.34,4,3,4,62.6,60.0,689
0.31,5,6,5,61.4,56.0,804
1.2,5,6,4,61.3,56.0,10214
0.92,5,6,2,62.1,53.0,4011
0.7,4,6,2,62.8,59.0,2475
0.75,4,5,4,61.6,58.0,3013
0.7,3,1,2,61.7,59.0,1788
0.51,3,5,2,62.3,55.0,1243
0.51,5,7,4,61.4,57.0,1807
0.72,4,4,4,62.3,59.0,2405
1.2,3,1,4,62.5,57.0,4590
2.0,2,5,3,63.0,64.0,17869
1.57,5,2,4,61.5,56.0,9912
0.41,5,5,7,61.7,57.0,1356
0.71,5,3,8,62.0,54.0,3190
1.5,1,3,2,64.6,59.0,6250
0.9,3,2,5,63.3,58.0,3656
0.73,5,5,2,62.7,57.0,2276
0.7,5,2,2,62.1,57.0,2079
1.0,2,2,3,61.0,60.0,4496
1.02,5,6,2,62.0,59.0,4645
0.53,5,4,7,61.8,56.0,1956
1.0,4,2,4,61.6,59.0,4372
1.95,3,3,4,61.7,55.0,17374
1.2,3,3,3,61.0,58.0,6019
0.91,1,5,2,65.3,51.0,2996
0.31,3,7,4,62.9,55.0,734
0.52,3,7,3,61.6,58.0,1429
0.33,3,6,4,60.6,58.0,675
0.51,5,5,4,62.8,57.0,1619
1.41,4,3,2,59.1,57.0,7106
0.9,2,4,3,64.5,57.0,3615
0.55,5,7,2,61.3,57.0,1272
0.3,5,5,8,62.4,54.0,886
2.14,1,5,2,64.8,60.0,13825
0.31,5,7,4,62.0,55.0,734
0.9,1,6,3,65.5,59.0,3508
1.01,5,1,3,62.1,54.0,3207
0.76,5,7,5,61.1,54.0,3353
0.59,5,4,2,60.6,56.0,1258
1.0,2,4,4,62.7,58.0,5068
0.29,3,6,5,61.4,61.0,481
0.57,4,7,4,61.7,60.0,2047
0.32,4,3,4,60.7,60.0,648
1.0,4,4,2,62.7,59.0,4170
0.32,5,5,7,62.3,56.0,990
1.0,3,6,3,63.0,54.0,7145
0.4,4,4,6,61.1,58.0,1050
0.3,5,7,4,61.9,57.0,710
0.25,3,7,6,62.8,56.0,548
0.78,3,5,5,60.6,57.0,3401
1.03,3,4,3,59.4,60.0,5353
0.34,5,5,8,61.7,55.0,1276
0.51,5,3,4,60.9,56.4,1365
0.36,4,5,3,60.3,58.0,770
0.55,5,5,5,62.0,55.0,1980
0.4,4,5,6,60.8,59.0,1088
1.56,5,1,4,62.4,57.0,7809
0.36,5,4,3,62.7,55.0,689
1.21,5,3,6,61.3,56.0,8950
1.69,5,7,3,60.8,57.0,15011
0.51,5,6,5,61.5,56.0,1758
0.7,4,6,5,60.3,58.0,2930
0.34,5,6,5,62.4,54.0,827
0.31,5,5,4,62.4,56.0,625
1.12,4,4,2,60.8,55.0,4798
0.39,3,4,7,60.3,57.0,873
0.34,5,5,5,61.1,55.0,764
0.35,5,7,3,63.0,57.0,827
0.71,2,6,3,59.2,61.0,2651
1.5,2,5,2,62.4,55.0,7738
0.4,3,2,3,59.8,57.0,596
0.3,5,7,3,62.0,56.0,709
0.32,5,4,2,62.5,55.0,421
1.11,3,4,2,63.2,56.0,4848
0.51,2,5,3,63.6,58.0,1406
1.0,5,3,6,62.9,55.0,6607
0.31,5,3,3,61.1,57.0,464
0.3,3,4,6,61.6,56.0,552
0.35,5,3,7,61.7,56.0,1024
0.42,4,4,5,60.9,58.0,984
0.42,5,7,4,62.4,55.0,877
0.51,3,6,6,62.8,57.0,2146
0.79,5,2,3,61.6,57.0,2442
